날짜,홈팀,원정팀,홈선발,원정선발,홈점수,원정점수,승리팀
2025-04-22,키움,두산,하영민,최승용,5,4,키움
2025-04-22,KT,SSG,오원석,김광현,9,3,KT
2025-04-23,롯데,한화,반즈,와이스,4,6,한화
2025-04-23,삼성,KIA,최원태,김도현,7,2,삼성
2025-04-23,LG,NC,송승기,로건,3,0,LG
2025-04-23,키움,두산,김윤하,최준호,2,8,두산
2025-04-23,KT,SSG,쿠에바스,화이트,5,11,SSG
2025-04-24,롯데,한화,박세웅,류현진,5,3,롯데
2025-04-24,삼성,KIA,원태인,황동하,17,5,삼성
2025-04-24,LG,NC,치리노스,라일리,1,3,NC
2025-04-24,키움,두산,김연주,콜어빈,3,9,두산
2025-04-24,KT,SSG,강건,문승원,5,6,SSG
2025-04-25,한화,KT,김서현,손동현,1,2,KT
2025-04-25,KIA,LG,조상우,김영우,5,6,LG
2025-04-25,두산,롯데,최원준,데이비슨,2,8,롯데
2025-04-25,삼성,NC,이승민,손주환,10,6,삼성
2025-04-25,SSG,키움,한두솔,박윤성,4,3,SSG
2025-04-26,KIA,LG,올러,이지강,8,4,KIA
2025-04-26,두산,롯데,최지강,박시영,4,7,롯데
2025-04-26,한화,KT,문동주,고영표,2,1,한화
2025-04-26,삼성,NC,후라도,이용찬,9,1,삼성
2025-04-26,SSG,키움,김건우,윤현,1,2,키움
2025-04-27,한화,KT,폰세,오원석,4,3,한화
2025-04-27,KIA,LG,전상현,임찬규,3,2,KIA
2025-04-27,두산,롯데,최승용,박진,13,4,두산
2025-04-27,삼성,NC,레예스,신민혁,8,4,삼성
2025-04-27,SSG,키움,김광현,하영민,3,7,키움
2025-04-29,두산,KT,최준호,쿠에바스,2,3,KT
2025-04-29,한화,LG,와이스,송승기,3,2,한화
2025-04-29,키움,롯데,김윤하,반즈,3,9,롯데
2025-04-29,KIA,NC,김도현,로건,13,3,KIA
2025-04-29,SSG,삼성,노경은,이호성,1,3,삼성
2025-04-30,두산,KT,콜어빈,헤이수스,3,8,KT
2025-04-30,한화,LG,류현진,김진성,5,2,한화
2025-04-30,키움,롯데,김선기,박세웅,9,10,롯데
2025-04-30,KIA,NC,황동하,라일리,0,7,NC
2025-04-30,SSG,삼성,,,6,6,삼성
2025-05-01,두산,KT,,,3,3,KT
2025-05-01,키움,롯데,조영건,데이비슨,0,5,롯데
2025-05-01,SSG,삼성,송영진,이승현,4,1,SSG
2025-05-02,KIA,한화,임기영,정우주,2,3,한화
2025-05-02,롯데,NC,김원중,전사민,4,3,롯데
2025-05-02,삼성,두산,이호성,고효준,6,2,삼성
2025-05-02,LG,SSG,손주영,앤더슨,1,2,SSG
2025-05-02,KT,키움,고영표,로젠버그,3,5,키움
2025-05-03,롯데,NC,김강현,손주환,4,13,NC
2025-05-03,삼성,두산,레예스,최승용,1,6,두산
2025-05-03,LG,SSG,임찬규,김광현,4,1,LG
2025-05-03,KT,키움,오원석,하영민,9,0,KT
2025-05-04,KIA,한화,조상우,폰세,1,3,한화
2025-05-04,롯데,NC,구승민,전사민,6,9,NC
2025-05-04,삼성,두산,정민성,홍민규,6,11,두산
2025-05-04,LG,SSG,코엔 윈,박종훈,12,4,LG
2025-05-04,KT,키움,김민수,박윤성,5,4,KT
2025-05-05,키움,KIA,김윤하,양현종,1,13,KIA
2025-05-05,두산,LG,콜어빈,송승기,5,2,두산
2025-05-05,KT,NC,조이현,로건,2,6,NC
2025-05-05,롯데,SSG,이민석,화이트,1,7,SSG
2025-05-05,한화,삼성,와이스,최원태,3,1,한화
2025-05-06,키움,KIA,박윤성,이준영,3,5,KIA
2025-05-06,두산,LG,최원준,치리노스,1,5,LG
2025-05-06,KT,NC,헤이수스,라일리,3,6,NC
2025-05-06,롯데,SSG,박세웅,문승원,6,0,롯데
2025-05-06,한화,삼성,류현진,원태인,3,1,한화
2025-05-07,키움,KIA,윤현,정해영,11,10,키움
2025-05-07,두산,LG,잭로그,박명근,5,2,두산
2025-05-07,KT,NC,소형준,목지훈,2,12,NC
2025-05-07,롯데,SSG,데이비슨,송영진,6,2,롯데
2025-05-07,한화,삼성,문동주,이승현,10,6,한화
2025-05-09,키움,한화,주승우,한승혁,5,7,한화
2025-05-10,키움,한화,김선기,폰세,1,9,한화
2025-05-10,삼성,LG,후라도,손주영,4,5,LG
2025-05-10,SSG,KIA,노경은,조상우,4,5,KIA
2025-05-10,KT,롯데,고영표,김강현,5,8,롯데
2025-05-10,두산,NC,,,6,6,NC
2025-05-10,삼성,LG,레예스,임찬규,1,4,LG
2025-05-11,키움,한화,김윤하,와이스,0,8,한화
2025-05-11,SSG,KIA,화이트,네일,8,4,SSG
2025-05-11,삼성,LG,김태훈,박명근,4,7,LG
2025-05-11,KT,롯데,쿠에바스,박세웅,1,6,롯데
2025-05-11,두산,NC,콜어빈,로건,5,11,NC
2025-05-11,KT,롯데,,,1,1,롯데
2025-05-11,두산,NC,최준호,최성영,2,5,NC
2025-05-11,SSG,KIA,김광현,양현종,5,1,SSG
2025-05-13,삼성,KT,이승현,헤이수스,5,3,삼성
2025-05-13,KIA,롯데,김도현,데이비슨,4,1,KIA
2025-05-13,SSG,NC,이로운,배재환,6,3,SSG
2025-05-13,한화,두산,김종수,이영하,3,4,두산
2025-05-13,LG,키움,김진성,이준우,9,6,LG
2025-05-14,삼성,KT,원태인,소형준,2,3,KT
2025-05-14,KIA,롯데,윤영철,정현수,0,4,롯데
2025-05-14,SSG,NC,송영진,목지훈,3,6,NC
2025-05-14,한화,두산,문동주,김민규,1,7,두산
2025-05-14,LG,키움,송승기,로젠버그,12,0,LG
2025-05-15,삼성,KT,후라도,고영표,13,0,삼성
2025-05-15,KIA,롯데,올러,나균안,7,6,KIA
2025-05-15,SSG,NC,앤더슨,신민혁,4,0,SSG
2025-05-15,한화,두산,엄상백,박정수,2,8,두산
2025-05-15,LG,키움,임찬규,하영민,6,2,LG
